county,state,pay,employee
Frontier,Nebraska,14869,459
Furnas,Nebraska,46005,1195
Gage,Nebraska,267832,7168
Garden,Nebraska,5129,246
Garfield,Nebraska,17786,613
Gosper,Nebraska,6194,199
Grant,Nebraska,1647,89
Greeley,Nebraska,9782,335
Hall,Nebraska,1241696,31273
Hamilton,Nebraska,126587,3223
Harlan,Nebraska,21805,672
Hayes,Nebraska,1473,54
Hitchcock,Nebraska,17533,397
Holt,Nebraska,116706,3359
Hooker,Nebraska,4402,113
Howard,Nebraska,38681,1180
Jefferson,Nebraska,91904,2583
Johnson,Nebraska,31077,914
Kearney,Nebraska,61701,1642
Keith,Nebraska,84127,2627
Keya Paha,Nebraska,1362,44
Kimball,Nebraska,43398,997
Knox,Nebraska,53110,1783
Lancaster,Nebraska,6131897,143596
Lincoln,Nebraska,438213,12018
Logan,Nebraska,1817,75
Loup,Nebraska,803,43
McPherson,Nebraska,433,22
Madison,Nebraska,709183,18053
Merrick,Nebraska,66670,1674
Morrill,Nebraska,26688,719
Nance,Nebraska,12557,450
Nemaha,Nebraska,50543,1544
Nuckolls,Nebraska,36180,1130
Otoe,Nebraska,163959,4772
Pawnee,Nebraska,15896,448
Perkins,Nebraska,37384,891
Phelps,Nebraska,190048,4268
Pierce,Nebraska,53603,1510
Platte,Nebraska,700197,16771
Polk,Nebraska,29602,932
Red Willow,Nebraska,130010,3529
Richardson,Nebraska,55891,1768
Rock,Nebraska,10981,333
Saline,Nebraska,256279,5963
Sarpy,Nebraska,2589667,57817
Saunders,Nebraska,139624,3996
Scotts Bluff,Nebraska,482631,12939
Seward,Nebraska,192191,5660
Sheridan,Nebraska,27019,923
Sherman,Nebraska,17338,644
Sioux,Nebraska,1299,31
Stanton,Nebraska,82458,962
Thayer,Nebraska,72093,1923
Thomas,Nebraska,11530,229
Thurston,Nebraska,84849,1709
Valley,Nebraska,44964,1294
Washington,Nebraska,314955,6219
Wayne,Nebraska,103385,3393
Webster,Nebraska,18821,611
Wheeler,Nebraska,2198,109
York,Nebraska,242671,6569
Churchill,Nevada,220526,5321
Clark,Nevada,38696275,879628
Douglas,Nevada,725485,17688
Elko,Nevada,1160946,20753
Esmeralda,Nevada,8350,158
Eureka,Nevada,192235,1572
Humboldt,Nevada,337524,5677
Lander,Nevada,41280,971
Lincoln,Nevada,16836,601
Lyon,Nevada,417555,10419
Mineral,Nevada,50244,1169
Nye,Nevada,452784,9711
Pershing,Nevada,59435,1147
Storey,Nevada,17863,519
Washoe,Nevada,9673326,202542
White Pine,Nevada,171553,3012
Carson City,Nevada,987969,21897
Belknap,New Hampshire,890266,21183
Carroll,New Hampshire,608076,17036
Cheshire,New Hampshire,1239667,27589
Coos,New Hampshire,326082,8701
Grafton,New Hampshire,2695073,50886
Hillsborough,New Hampshire,10647514,187741
Merrimack,New Hampshire,3053605,64244
Rockingham,New Hampshire,7799274,145532
Strafford,New Hampshire,1873558,39710
Sullivan,New Hampshire,527082,11519
Atlantic,New Jersey,4514705,106775
Bergen,New Jersey,27978497,446298
Burlington,New Jersey,9986667,186155
Camden,New Jersey,9225387,183544
Cape May,New Jersey,1195784,27154
Cumberland,New Jersey,1876898,45562
Essex,New Jersey,18762843,296705
Gloucester,New Jersey,4228985,97039
Hudson,New Jersey,18035571,234503
Hunterdon,New Jersey,3089300,45988
Mercer,New Jersey,13790147,197881
Middlesex,New Jersey,25660917,401713
Monmouth,New Jersey,12827777,243869
Morris,New Jersey,25319534,304985
Ocean,New Jersey,5894055,149496
Passaic,New Jersey,7160929,146115
Salem,New Jersey,910539,16356
Somerset,New Jersey,16732381,191006
Sussex,New Jersey,1426102,31622
Union,New Jersey,12972224,204508
Warren,New Jersey,1286233,27822
Bernalillo,New Mexico,11913765,270569
Catron,New Mexico,14583,484
Chaves,New Mexico,591225,16636
Cibola,New Mexico,192317,5332
Colfax,New Mexico,91903,3371
Curry,New Mexico,392098,12444
De Baca,New Mexico,6348,235
Eddy,New Mexico,1419687,23748
Grant,New Mexico,251370,6549
Guadalupe,New Mexico,27536,1032
Harding,New Mexico,974,36
Hidalgo,New Mexico,21087,882
Lea,New Mexico,1395474,24973
Lincoln,New Mexico,155956,5047
Los Alamos,New Mexico,1284012,14614
Luna,New Mexico,122804,4437
McKinley,New Mexico,529182,16347
Mora,New Mexico,7515,291
Otero,New Mexico,365243,11514
Quay,New Mexico,47439,1775
Rio Arriba,New Mexico,187876,5908
Roosevelt,New Mexico,109931,3313
Sandoval,New Mexico,972693,24077
San Juan,New Mexico,1577195,35655
San Miguel,New Mexico,195930,6479
Santa Fe,New Mexico,1955773,45842
Sierra,New Mexico,64363,2376
Socorro,New Mexico,88119,3114
Taos,New Mexico,264170,9083
Torrance,New Mexico,42883,1453
Union,New Mexico,29512,952
Valencia,New Mexico,320655,10385
Albany,New York,9358397,181065
Allegany,New York,401085,11669
Bronx,New York,12886127,271541
Broome,New York,2941810,70711
Cattaraugus,New York,796694,20621
Cayuga,New York,729563,19053
Chautauqua,New York,1592752,40842
Chemung,New York,1283374,30901
Chenango,New York,644479,13774
Clinton,New York,978515,24650
Columbia,New York,659344,16847
Cortland,New York,531436,15372
Delaware,New York,463596,10195
Dutchess,New York,4954111,99359
Erie,New York,19762817,425029
Essex,New York,423855,10196
Franklin,New York,381477,10517
Fulton,New York,512642,14278
Genesee,New York,624787,16765
Greene,New York,372308,10672
Hamilton,New York,32674,928
Herkimer,New York,476558,12665
Jefferson,New York,1130086,29483
Kings,New York,27660905,655714
Lewis,New York,187756,4715
Livingston,New York,513384,14033
Madison,New York,649088,17604
Monroe,New York,16806219,357141
Montgomery,New York,602496,15306
Nassau,New York,31423178,572777
New York,New York,263303530,2276786
Niagara,New York,2287303,62228
Oneida,New York,3616528,88509
Onondaga,New York,10189223,219856
Ontario,New York,2351961,47417
Orange,New York,5088180,120622
Orleans,New York,280087,8202
Oswego,New York,1220824,26452
Otsego,New York,801736,19164
Putnam,New York,1010106,21999
Queens,New York,29642182,585188
Rensselaer,New York,2159661,43748
Richmond,New York,4573941,105648
Rockland,New York,5394085,113193
St. Lawrence,New York,1083259,26100
Saratoga,New York,3765147,73547
Schenectady,New York,2906904,54515
Schoharie,New York,202668,5397
Schuyler,New York,146285,3697
Seneca,New York,371540,10384
Steuben,New York,1475349,25853
Suffolk,New York,32676851,585592
Sullivan,New York,755247,19898
Tioga,New York,313865,8581
Tompkins,New York,2040590,49250
Ulster,New York,1758918,46604
Warren,New York,1330937,31223
Washington,New York,449663,10700
Wayne,New York,840273,19774
Westchester,New York,26375267,389543
Wyoming,New York,333495,8724
Yates,New York,175844,5233
Alamance,North Carolina,2284562,59656
Alexander,North Carolina,261191,7723
Alleghany,North Carolina,74021,2169
Anson,North Carolina,157793,5250
Ashe,North Carolina,211598,5941
Avery,North Carolina,142917,4533
Beaufort,North Carolina,465418,13259
Bertie,North Carolina,139984,4863
Bladen,North Carolina,333113,10089
Brunswick,North Carolina,976797,27079
Buncombe,North Carolina,5064159,124514
Burke,North Carolina,889096,24969
Cabarrus,North Carolina,2649060,67410
Caldwell,North Carolina,805621,22122
Camden,North Carolina,16189,501
Carteret,North Carolina,659203,19920
Caswell,North Carolina,51634,1785
Catawba,North Carolina,3446088,82963
Chatham,North Carolina,493090,14277
Cherokee,North Carolina,230144,7310
Chowan,North Carolina,146317,4067
Clay,North Carolina,51612,1707
Cleveland,North Carolina,1142842,30465
Columbus,North Carolina,421949,11489
Craven,North Carolina,1134204,28367
Cumberland,North Carolina,3408179,93370
Currituck,North Carolina,177508,4834
Dare,North Carolina,529312,14955
Davidson,North Carolina,1468157,37946
Davie,North Carolina,335879,9656
Duplin,North Carolina,422501,13201
Durham,North Carolina,13684278,195524
Edgecombe,North Carolina,368691,11615
Forsyth,North Carolina,9080170,179566
Franklin,North Carolina,506480,10654
Gaston,North Carolina,2672214,67160
Gates,North Carolina,24363,827
Graham,North Carolina,67665,1826
Granville,North Carolina,636087,15703
Greene,North Carolina,63646,2114
Guilford,North Carolina,12127853,261456
Halifax,North Carolina,490826,13257
Harnett,North Carolina,709003,21913
Haywood,North Carolina,550757,15455
Henderson,North Carolina,1407532,34656
Hertford,North Carolina,290391,7362
Hoke,North Carolina,173868,5698
Hyde,North Carolina,27707,771
Iredell,North Carolina,3116199,70552
Jackson,North Carolina,414349,12000
Johnston,North Carolina,1577503,42161
Jones,North Carolina,26013,841
Lee,North Carolina,1120682,25313
Lenoir,North Carolina,846626,23748
Lincoln,North Carolina,756616,19508
McDowell,North Carolina,554545,13683
Macon,North Carolina,329017,9541
Madison,North Carolina,94886,3014
Martin,North Carolina,150240,5344
Mecklenburg,North Carolina,40233729,633681
Mitchell,North Carolina,143553,3700
Montgomery,North Carolina,287334,7848
Moore,North Carolina,1317145,32400
Nash,North Carolina,1484496,37620
New Hanover,North Carolina,4466247,102021
Northampton,North Carolina,159402,4370
Onslow,North Carolina,1045981,36233
Orange,North Carolina,2307786,47820
Pamlico,North Carolina,63549,2204
Pasquotank,North Carolina,409857,11086
Pender,North Carolina,287319,9156
Perquimans,North Carolina,46017,1355
Person,North Carolina,321034,8424
Pitt,North Carolina,2476884,62131
Polk,North Carolina,126332,3910
Randolph,North Carolina,1387524,39361
Richmond,North Carolina,376167,11409
Robeson,North Carolina,1053506,31702
Rockingham,North Carolina,728643,22228
Rowan,North Carolina,2083190,45137
Rutherford,North Carolina,556679,16111
Sampson,North Carolina,476986,13292
Scotland,North Carolina,342213,9572
Stanly,North Carolina,567879,16532
Stokes,North Carolina,177437,6139
Surry,North Carolina,1148298,28923
Swain,North Carolina,113262,3544
Transylvania,North Carolina,255355,7925
Tyrrell,North Carolina,14709,590
Union,North Carolina,2481639,59348
Vance,North Carolina,452556,13269
Wake,North Carolina,26625337,478998
Warren,North Carolina,57403,2061
Washington,North Carolina,105660,2764
Watauga,North Carolina,618052,18401
Wayne,North Carolina,1177152,33564
Wilkes,North Carolina,813330,19084
Wilson,North Carolina,1338703,31745
Yadkin,North Carolina,299705,9187
Yancey,North Carolina,130841,3490
Adams,North Dakota,27798,766
Barnes,North Dakota,122182,3480
Benson,North Dakota,31315,948
Billings,North Dakota,27558,373
Bottineau,North Dakota,71991,1680
Bowman,North Dakota,51608,1187
Burke,North Dakota,16144,366
Burleigh,North Dakota,2181562,46877
Cass,North Dakota,5337629,107203
Cavalier,North Dakota,49603,1163
Dickey,North Dakota,53759,1625
Divide,North Dakota,21281,510
Dunn,North Dakota,168886,2463
Eddy,North Dakota,16582,499
Emmons,North Dakota,24338,695
Foster,North Dakota,62405,1358
Golden Valley,North Dakota,14715,422
Grand Forks,North Dakota,1398086,33675
Grant,North Dakota,12678,409
Griggs,North Dakota,20701,579
Hettinger,North Dakota,19768,455
Kidder,North Dakota,19465,517
LaMoure,North Dakota,35931,1000
Logan,North Dakota,12773,455
McHenry,North Dakota,35437,804
McIntosh,North Dakota,26991,809
McKenzie,North Dakota,537772,6524
McLean,North Dakota,165654,2570
Mercer,North Dakota,260566,3738
Morton,North Dakota,497517,10634
Mountrail,North Dakota,247584,4165
Nelson,North Dakota,24164,686
Oliver,North Dakota,43141,546
Pembina,North Dakota,102025,2364
Pierce,North Dakota,57263,1473
Ramsey,North Dakota,169250,4471
Ransom,North Dakota,53140,1524
Renville,North Dakota,19274,495
Richland,North Dakota,251803,6013
Rolette,North Dakota,82432,2161
Sargent,North Dakota,99339,1684
Sheridan,North Dakota,4227,141
Sioux,North Dakota,15866,575
Slope,North Dakota,3850,60
Stark,North Dakota,857356,14726
Steele,North Dakota,24522,522
Stutsman,North Dakota,383503,9105
Towner,North Dakota,18655,510
Traill,North Dakota,119910,2655
Walsh,North Dakota,130379,3336
Ward,North Dakota,1273586,25744
Wells,North Dakota,47363,1358
Williams,North Dakota,1533477,21084
Adams,Ohio,159338,4187
Allen,Ohio,1948588,45112
Ashland,Ohio,670475,18202
Ashtabula,Ohio,907724,24514
Athens,Ohio,438567,13468
Auglaize,Ohio,885478,20805
Belmont,Ohio,798295,19345
Brown,Ohio,188036,5667
Butler,Ohio,6669736,141268
Carroll,Ohio,229145,6312
Champaign,Ohio,401668,9969
Clark,Ohio,1451153,39899
Clermont,Ohio,2269295,52616
Clinton,Ohio,683421,14534
Columbiana,Ohio,919441,26418
Coshocton,Ohio,312348,8162
Crawford,Ohio,450070,12475
Cuyahoga,Ohio,37209832,667707
Darke,Ohio,666536,16519
Defiance,Ohio,568774,13425
Delaware,Ohio,4379882,83026
Erie,Ohio,1248151,31248
Fairfield,Ohio,1319959,36233
Fayette,Ohio,336450,10136
Franklin,Ohio,34859921,664545
Fulton,Ohio,706700,16095
Gallia,Ohio,351044,9501
Geauga,Ohio,1302125,29648
Greene,Ohio,2571351,56434
Guernsey,Ohio,540828,13730
Hamilton,Ohio,29321312,489895
Hancock,Ohio,2122012,44604
Hardin,Ohio,237860,7044
Harrison,Ohio,139095,3038
Henry,Ohio,380024,8626
Highland,Ohio,330743,9360
Hocking,Ohio,154959,5163
Holmes,Ohio,777534,20020
Huron,Ohio,780714,18117
Jackson,Ohio,286296,8519
Jefferson,Ohio,683470,18088
Knox,Ohio,739858,18297
Lake,Ohio,4144899,85772
Lawrence,Ohio,340460,10279
Licking,Ohio,2270657,55289
Logan,Ohio,760728,16738
Lorain,Ohio,3689492,85040
Lucas,Ohio,9005087,193454
Madison,Ohio,621109,14198
Mahoning,Ohio,3249789,85237
Marion,Ohio,867400,22277
Medina,Ohio,2373528,54928
Meigs,Ohio,73283,2591
Mercer,Ohio,661129,16607
Miami,Ohio,1473654,36155
Monroe,Ohio,58540,1769
Montgomery,Ohio,11712901,235666
Morgan,Ohio,81016,2199
Morrow,Ohio,129756,3937
Muskingum,Ohio,1176731,28470
Noble,Ohio,66340,2000
Ottawa,Ohio,471194,10310
Paulding,Ohio,128613,3758
Perry,Ohio,162386,4452
Pickaway,Ohio,426286,10991
Pike,Ohio,344575,7795
Portage,Ohio,1953495,47121
Preble,Ohio,379020,9228
Putnam,Ohio,376776,10132
Richland,Ohio,1462808,40783
Ross,Ohio,1127157,23528
Sandusky,Ohio,881173,23470
Scioto,Ohio,693892,19390
Seneca,Ohio,596890,16877
Shelby,Ohio,1305082,26157
Stark,Ohio,5879657,144284
Summit,Ohio,12111635,246207
Trumbull,Ohio,2433203,61188
Tuscarawas,Ohio,1142985,29086
Union,Ohio,1561708,26836
Van Wert,Ohio,390136,10272
Vinton,Ohio,52159,1655
Warren,Ohio,4494313,83186
Washington,Ohio,1057837,22639
Wayne,Ohio,1781164,42233
Williams,Ohio,626133,15883
Wood,Ohio,2513113,56557
Wyandot,Ohio,387229,9061
Adair,Oklahoma,96327,3085
Alfalfa,Oklahoma,34479,933
Atoka,Oklahoma,64396,2032
Beaver,Oklahoma,67881,1423
Beckham,Oklahoma,455852,8866
Blaine,Oklahoma,101296,2341
Bryan,Oklahoma,358342,10745
Caddo,Oklahoma,182321,4982
Canadian,Oklahoma,1157917,28378
Carter,Oklahoma,839012,19909
Cherokee,Oklahoma,298531,9267
Choctaw,Oklahoma,101791,3298
Cimarron,Oklahoma,11002,349
Cleveland,Oklahoma,2646895,70544
Coal,Oklahoma,30647,844
Comanche,Oklahoma,1166691,31639
Cotton,Oklahoma,40378,1189
Craig,Oklahoma,136803,3859
Creek,Oklahoma,746931,17105
Custer,Oklahoma,422244,9895
Delaware,Oklahoma,251833,7841
Dewey,Oklahoma,56656,1122
Ellis,Oklahoma,44117,898
Garfield,Oklahoma,890272,21485
Garvin,Oklahoma,333729,7654
Grady,Oklahoma,432251,11324
Grant,Oklahoma,39488,898
Greer,Oklahoma,15782,550
Harmon,Oklahoma,15080,444
Harper,Oklahoma,16608,481
Haskell,Oklahoma,79706,2334
Hughes,Oklahoma,60311,2124
Jackson,Oklahoma,236729,6659
Jefferson,Oklahoma,34505,1023
Johnston,Oklahoma,88509,2306
Kay,Oklahoma,601762,14940
Kingfisher,Oklahoma,338801,6125
Kiowa,Oklahoma,41883,1353
Latimer,Oklahoma,149811,3312
Le Flore,Oklahoma,214810,7034
Lincoln,Oklahoma,225279,5553
Logan,Oklahoma,237346,6780
Love,Oklahoma,186740,5461
McClain,Oklahoma,295948,8452
McCurtain,Oklahoma,308915,9144
McIntosh,Oklahoma,106328,3121
Major,Oklahoma,78567,1958
Marshall,Oklahoma,144209,4125
Mayes,Oklahoma,456237,10583
Murray,Oklahoma,141827,3862
Muskogee,Oklahoma,960667,23475
Noble,Oklahoma,188059,3909
Nowata,Oklahoma,47781,1457
Okfuskee,Oklahoma,58957,1999
Oklahoma,Oklahoma,18555338,379291
Okmulgee,Oklahoma,224562,7005
Osage,Oklahoma,196647,5559
Ottawa,Oklahoma,280728,9196
Pawnee,Oklahoma,168198,3301
Payne,Oklahoma,887136,24417
Pittsburg,Oklahoma,416455,10881
Pontotoc,Oklahoma,557598,12696
Pottawatomie,Oklahoma,578451,17397
Pushmataha,Oklahoma,51582,1862
Roger Mills,Oklahoma,19297,542
Rogers,Oklahoma,1458403,29088
Seminole,Oklahoma,193894,5193
Sequoyah,Oklahoma,167605,7116
Stephens,Oklahoma,433502,11642
Texas,Oklahoma,368211,7836
Tillman,Oklahoma,35417,1057
Tulsa,Oklahoma,17112817,344550
Wagoner,Oklahoma,324613,8420
Washington,Oklahoma,988786,18742
Washita,Oklahoma,54090,1479
Woods,Oklahoma,102374,2759
Woodward,Oklahoma,353625,7400
Baker,Oregon,155055,4340
Benton,Oregon,1461231,29760
Clackamas,Oregon,7425230,149086
Clatsop,Oregon,574616,15169
Columbia,Oregon,321541,8783
Coos,Oregon,706020,18273
Crook,Oregon,166558,4112
Curry,Oregon,197588,5455
Deschutes,Oregon,3002561,71122
Douglas,Oregon,1392981,32029
Gilliam,Oregon,29549,559
Grant,Oregon,56754,1476
Harney,Oregon,51511,1456
Hood River,Oregon,392240,10849
Jackson,Oregon,3171896,77371
Jefferson,Oregon,164096,4376
Josephine,Oregon,884402,24010
Klamath,Oregon,711378,18055
Lake,Oregon,50146,1346
Lane,Oregon,5351947,127456
Lincoln,Oregon,508105,14657
Linn,Oregon,1615520,37022
Malheur,Oregon,270049,8290
Marion,Oregon,4550829,110944
Morrow,Oregon,160463,3066
Multnomah,Oregon,25069188,448124
Polk,Oregon,548479,15104
Sherman,Oregon,15976,463
Tillamook,Oregon,278869,7259
Umatilla,Oregon,895229,23870
Union,Oregon,288242,7472
Wallowa,Oregon,65812,1792
Wasco,Oregon,300233,7582
Washington,Oregon,20053609,286193
Wheeler,Oregon,4228,154
Yamhill,Oregon,1227942,31292
Adams,Pennsylvania,1077719,29726
Allegheny,Pennsylvania,39327260,705685
Armstrong,Pennsylvania,536395,15432
Beaver,Pennsylvania,2196861,49025
Bedford,Pennsylvania,440213,12601
Berks,Pennsylvania,7470864,155352
Blair,Pennsylvania,2141001,53289
Bradford,Pennsylvania,836221,18358
Bucks,Pennsylvania,12171264,253595
Butler,Pennsylvania,4050377,84230
Cambria,Pennsylvania,1706087,45929
Cameron,Pennsylvania,64516,1680
Carbon,Pennsylvania,424519,13565
Centre,Pennsylvania,1862665,46473
Chester,Pennsylvania,18621641,256384
Clarion,Pennsylvania,361604,11004
Clearfield,Pennsylvania,942922,25443
Clinton,Pennsylvania,422774,10676
Columbia,Pennsylvania,825172,22284
Crawford,Pennsylvania,1004419,27077
Cumberland,Pennsylvania,5714534,123529
Dauphin,Pennsylvania,7704637,149367
Delaware,Pennsylvania,12574351,218877
Elk,Pennsylvania,588854,13886
Erie,Pennsylvania,4569696,116079
Fayette,Pennsylvania,1238259,32777
Forest,Pennsylvania,33630,1016
Franklin,Pennsylvania,2003972,51254
Fulton,Pennsylvania,329529,5740
Greene,Pennsylvania,594467,12373
Huntingdon,Pennsylvania,332073,9774
Indiana,Pennsylvania,1003226,24510
Jefferson,Pennsylvania,568509,14914
Juniata,Pennsylvania,196103,6042
Lackawanna,Pennsylvania,3720809,91926
Lancaster,Pennsylvania,10673199,239993
Lawrence,Pennsylvania,979651,25703
Lebanon,Pennsylvania,1843408,47340
Lehigh,Pennsylvania,9818554,182785
Luzerne,Pennsylvania,5656512,134867
Lycoming,Pennsylvania,1804120,44824
McKean,Pennsylvania,470167,12318
Mercer,Pennsylvania,1720406,45120
Mifflin,Pennsylvania,566658,14874
Monroe,Pennsylvania,1825252,47623
Montgomery,Pennsylvania,33231142,514853
Montour,Pennsylvania,1057685,15083
Northampton,Pennsylvania,5060550,111531
Northumberland,Pennsylvania,908480,23430
Perry,Pennsylvania,170549,5927
Philadelphia,Pennsylvania,38585235,644956
Pike,Pennsylvania,267562,9174
Potter,Pennsylvania,199823,4712
Schuylkill,Pennsylvania,1614790,41343
Snyder,Pennsylvania,463650,15627
Somerset,Pennsylvania,711359,19622
Sullivan,Pennsylvania,28488,897
Susquehanna,Pennsylvania,238409,6817
Tioga,Pennsylvania,378816,10035
Union,Pennsylvania,624643,16489
Venango,Pennsylvania,558540,15146
Warren,Pennsylvania,568054,13195
Washington,Pennsylvania,4883991,85720
Wayne,Pennsylvania,470124,12642
Westmoreland,Pennsylvania,5325035,125576
Wyoming,Pennsylvania,538137,10508
York,Pennsylvania,7454883,168992
Bristol,Rhode Island,485325,14197
Kent,Rhode Island,3330001,70534
Newport,Rhode Island,1457074,32660
Providence,Rhode Island,14614091,276115
Washington,Rhode Island,2113483,43596
Abbeville,South Carolina,169803,4361
Aiken,South Carolina,2237816,47748
Allendale,South Carolina,80911,1692
Anderson,South Carolina,2376646,60265
Bamberg,South Carolina,101711,3051
Barnwell,South Carolina,144678,4104
Beaufort,South Carolina,2043840,56489
Berkeley,South Carolina,2691632,50813
Calhoun,South Carolina,147742,3414
Charleston,South Carolina,9786446,211833
Cherokee,South Carolina,657590,18693
Chester,South Carolina,338986,8352
Chesterfield,South Carolina,578714,14773
Clarendon,South Carolina,156197,5366
Colleton,South Carolina,259988,7515
Darlington,South Carolina,886623,17586
Dillon,South Carolina,183298,6646
Dorchester,South Carolina,1206824,30672
Edgefield,South Carolina,180944,4724
Fairfield,South Carolina,426033,6445
Florence,South Carolina,2230754,56744
Georgetown,South Carolina,804779,20397
Greenville,South Carolina,11287459,240050
Greenwood,South Carolina,874990,23129
Hampton,South Carolina,121543,3084
Horry,South Carolina,3590487,114391
Jasper,South Carolina,331542,8521
Kershaw,South Carolina,616109,16345
Lancaster,South Carolina,1069799,21007
Laurens,South Carolina,747892,18754
Lee,South Carolina,59015,1902
Lexington,South Carolina,4107480,108258
McCormick,South Carolina,28525,911
Marion,South Carolina,159138,5702
Marlboro,South Carolina,180981,5024
Newberry,South Carolina,463997,12553
Oconee,South Carolina,857482,19847
Orangeburg,South Carolina,899349,24588
Pickens,South Carolina,886947,27456
Richland,South Carolina,7137303,160781
Saluda,South Carolina,124543,3873
Spartanburg,South Carolina,6340309,136188
Sumter,South Carolina,1213579,32031
Union,South Carolina,250999,6702
Williamsburg,South Carolina,252869,6869
York,South Carolina,3863967,86520
Aurora,South Dakota,22497,638
Beadle,South Dakota,262132,7016
Bennett,South Dakota,21321,721
Bon Homme,South Dakota,31808,1026
Brookings,South Dakota,567452,13853
Brown,South Dakota,748054,18474
Brule,South Dakota,65026,1919
Buffalo,South Dakota,4265,169
Butte,South Dakota,75443,2289
Campbell,South Dakota,12278,380
Charles Mix,South Dakota,67535,2347
Clark,South Dakota,21229,614
Clay,South Dakota,100082,3834
Codington,South Dakota,523350,13753
Corson,South Dakota,6697,210
Custer,South Dakota,52597,1425
Davison,South Dakota,398321,10597
Day,South Dakota,47611,1427
Deuel,South Dakota,41752,937
Dewey,South Dakota,22051,588
Douglas,South Dakota,26437,764
Edmunds,South Dakota,31255,857
Fall River,South Dakota,152774,2563
Faulk,South Dakota,15236,463
Grant,South Dakota,143761,3370
Gregory,South Dakota,31699,1090
Haakon,South Dakota,23971,683
Hamlin,South Dakota,44603,1121
Hand,South Dakota,36989,1101
Hanson,South Dakota,14646,355
Harding,South Dakota,20918,411
Hughes,South Dakota,261921,7491
Hutchinson,South Dakota,74948,2049
Hyde,South Dakota,18254,502
Jackson,South Dakota,7335,279
Jerauld,South Dakota,45187,1231
Jones,South Dakota,8485,258
Kingsbury,South Dakota,49250,1117
Lake,South Dakota,151981,3826
Lawrence,South Dakota,332735,10074
Lincoln,South Dakota,992716,20613
Lyman,South Dakota,15388,582
McCook,South Dakota,32331,943
McPherson,South Dakota,9923,303
Marshall,South Dakota,41219,1075
Meade,South Dakota,257925,5471
Mellette,South Dakota,3559,151
Miner,South Dakota,24791,584
Minnehaha,South Dakota,5710974,120903
Moody,South Dakota,58620,1588
Oglala Lakota,South Dakota,65212,1946
Pennington,South Dakota,1922920,48693
Perkins,South Dakota,24721,756
Potter,South Dakota,23047,572
Roberts,South Dakota,66418,2135
Sanborn,South Dakota,11929,341
Spink,South Dakota,51552,1310
Stanley,South Dakota,34853,943
Sully,South Dakota,12361,281
Todd,South Dakota,35603,1001
Tripp,South Dakota,53944,1643
Turner,South Dakota,56646,1470
Union,South Dakota,464136,8913
Walworth,South Dakota,60865,1888
Yankton,South Dakota,473642,11638
Ziebach,South Dakota,9278,298
Anderson,Tennessee,2492519,40846
Bedford,Tennessee,569315,14661
Benton,Tennessee,96849,3271
Bledsoe,Tennessee,28264,815
Blount,Tennessee,2076941,43205
Bradley,Tennessee,1554183,39977
Campbell,Tennessee,241999,7491
Cannon,Tennessee,57467,1732
Carroll,Tennessee,182531,5590
Carter,Tennessee,282978,9020
Cheatham,Tennessee,295594,6857
Chester,Tennessee,86888,3094
Claiborne,Tennessee,281139,7831
Clay,Tennessee,31535,1138
Cocke,Tennessee,199126,5904
Coffee,Tennessee,794547,19142
Crockett,Tennessee,69761,2078
Cumberland,Tennessee,532926,15430
Davidson,Tennessee,26419063,457334
Decatur,Tennessee,116408,3064
DeKalb,Tennessee,173653,4679
Dickson,Tennessee,511659,14200
Dyer,Tennessee,496117,12782
Fayette,Tennessee,310168,6932
Fentress,Tennessee,128557,3840
Franklin,Tennessee,519797,11891
Gibson,Tennessee,427742,11241
Giles,Tennessee,349263,9146
Grainger,Tennessee,90187,2602
Greene,Tennessee,810621,23908
Grundy,Tennessee,35832,1231
Hamblen,Tennessee,1080769,28981
Hamilton,Tennessee,8492759,192101
Hancock,Tennessee,12298,447
Hardeman,Tennessee,212414,5708
Hardin,Tennessee,310967,7608
Hawkins,Tennessee,417198,10919
Haywood,Tennessee,182771,4836
Henderson,Tennessee,213191,6399
Henry,Tennessee,318008,8913
Hickman,Tennessee,84996,2488
Houston,Tennessee,31916,1004
Humphreys,Tennessee,222467,4458
Jackson,Tennessee,26269,884
Jefferson,Tennessee,429692,11598
Johnson,Tennessee,136207,3285
Knox,Tennessee,9715371,220940
Lake,Tennessee,18277,653
Lauderdale,Tennessee,172587,4633
Lawrence,Tennessee,282671,8396
Lewis,Tennessee,66726,2251
Lincoln,Tennessee,303685,8503
Loudon,Tennessee,557789,13547
McMinn,Tennessee,674045,16827
McNairy,Tennessee,145339,4714
Macon,Tennessee,114948,3661
Madison,Tennessee,2106512,53356
Marion,Tennessee,221355,6217
Marshall,Tennessee,326438,8353
Maury,Tennessee,1394424,30521
Meigs,Tennessee,62424,1661
Monroe,Tennessee,441153,12302
Montgomery,Tennessee,1635599,45920
Moore,Tennessee,68477,1090
Morgan,Tennessee,44820,1338
Obion,Tennessee,302547,8625
Overton,Tennessee,146100,3839
Perry,Tennessee,56054,1754
Pickett,Tennessee,23954,799
Polk,Tennessee,39445,1348
Putnam,Tennessee,1196722,31203
Rhea,Tennessee,282318,8676
Roane,Tennessee,291559,8952
Robertson,Tennessee,751849,20325
Rutherford,Tennessee,5010574,114621
Scott,Tennessee,115985,3865
Sequatchie,Tennessee,54826,1981
Sevier,Tennessee,1206717,42108
Shelby,Tennessee,23223047,438508
